9, 1, 0, 0, 0, 0, 5, 5
8, 2, 0, 0, 0, 0, 5, 5
7, 3, 0, 0, 0, 0, 5, 5
6, 4, 0, 0, 0, 0, 5, 5
5, 5, 0, 0, 0, 0, 5, 5
4, 6, 0, 0, 0, 0, 5, 5
3, 7, 0, 0, 0, 0, 5, 5
2, 8, 0, 0, 0, 0, 5, 5
1, 9, 0, 0, 0, 0, 5, 5
